Accuracy,Precision,Recall,F1 Score,AUC,Loss,TP,TN,FP,FN,ML_Model
0.775,0.8079470198675497,0.8840579710144928,0.8442906574394463,0.7914913510986442,0.5002943440195975,122,33,29,16,LR
0.73,0.7654320987654321,0.8857142857142857,0.8211920529801324,0.7904761904761906,0.49102471804054915,124,22,38,16,LR
0.755,0.7887323943661971,0.8549618320610687,0.8205128205128205,0.8079433565659919,0.5021992072848864,112,39,30,19,LR
0.705,0.7236842105263158,0.8661417322834646,0.7885304659498208,0.7727321756013377,0.5728464453661996,110,31,42,17,LR
0.765,0.7924528301886793,0.9,0.842809364548495,0.7746428571428572,0.5007664504356069,126,27,33,14,LR
0.79,0.7987421383647799,0.927007299270073,0.8581081081081081,0.8492642799212142,0.4457014561609348,127,31,32,10,LR
0.735,0.7707006369426752,0.8768115942028986,0.8203389830508474,0.7750116877045349,0.5137160300409989,121,26,36,17,LR
0.775,0.8193548387096774,0.8819444444444444,0.8494983277591973,0.814236111111111,0.4574383867491663,127,28,28,17,LR
0.695,0.7902097902097902,0.7847222222222222,0.7874564459930313,0.7460317460317459,0.5425569117832042,113,26,30,31,LR
0.74,0.8157894736842105,0.8378378378378378,0.8266666666666667,0.7698804573804573,0.49219720862009525,124,24,28,24,LR
0.74,0.8027210884353742,0.8368794326241135,0.8194444444444444,0.7496093280442361,0.5440592613727783,118,30,29,23,LR
0.685,0.7862068965517242,0.7808219178082192,0.7835051546391752,0.7422628107559615,0.5575044357064379,114,23,31,32,LR
0.765,0.8137931034482758,0.855072463768116,0.833922261484099,0.8119448340345956,0.4761570014344826,118,35,27,20,LR
0.795,0.8461538461538461,0.8859060402684564,0.8655737704918033,0.8401105408606396,0.4198374635796197,132,27,24,17,LR
0.755,0.8169934640522876,0.8561643835616438,0.8361204013377926,0.773845763571791,0.4872422035039872,125,26,28,21,LR
0.775,0.8012422360248447,0.9084507042253521,0.8514851485148515,0.8127731908693541,0.4724230459519727,129,26,32,13,LR
0.725,0.7837837837837838,0.8345323741007195,0.8083623693379791,0.8084679797145891,0.4817408704785888,116,29,32,23,LR
0.745,0.7839506172839507,0.8881118881118881,0.8327868852459016,0.8077536498589131,0.47701422423209244,127,22,35,16,LR
0.765,0.8246753246753247,0.8639455782312925,0.8438538205980066,0.8203054806828391,0.4379930924360296,127,26,27,20,LR
0.685,0.7465753424657534,0.8074074074074075,0.7758007117437722,0.7168091168091167,0.5856847814978372,109,28,37,26,LR
0.755,0.84,0.8344370860927153,0.8372093023255814,0.7814569536423841,0.4818131286682241,126,25,24,25,LR
0.76,0.7901234567901234,0.9014084507042254,0.8421052631578947,0.7847255949490044,0.49438631669423005,128,24,34,14,LR
0.825,0.8639455782312925,0.8943661971830986,0.8788927335640139,0.8239436619718311,0.45141319863433027,127,38,20,15,LR
0.75,0.7857142857142857,0.8768115942028986,0.8287671232876712,0.7904394576905096,0.5063101663212418,121,29,33,17,LR
0.78,0.8148148148148148,0.9041095890410958,0.8571428571428571,0.8148148148148148,0.4511952568539776,132,24,30,14,LR
0.74,0.7844311377245509,0.891156462585034,0.8343949044585988,0.7597227570273392,0.49094729042833035,131,17,36,16,LR
0.76,0.8092105263157895,0.8661971830985915,0.8367346938775511,0.7863040310830501,0.49113526542191294,123,29,29,19,LR
0.73,0.7741935483870968,0.8633093525179856,0.8163265306122449,0.7832291543814129,0.504067698191869,120,26,35,19,LR
0.72,0.7564102564102564,0.8676470588235294,0.8082191780821918,0.759765625,0.5324075347906752,118,26,38,18,LR
0.745,0.8601398601398601,0.7987012987012987,0.8282828282828283,0.7769621682665161,0.5048049360738195,123,26,20,31,LR
0.725,0.775,0.8671328671328671,0.8184818481848185,0.7972027972027972,0.4848583398251117,124,21,36,19,LR
0.76,0.8175675675675675,0.852112676056338,0.8344827586206897,0.8067022826614861,0.4732123029627013,121,31,27,21,LR
0.765,0.8012820512820513,0.8865248226950354,0.8417508417508418,0.7890371438874865,0.49798867379862805,125,28,31,16,LR
0.78,0.8048780487804879,0.9166666666666666,0.8571428571428571,0.775297619047619,0.49619291021304995,132,24,32,12,LR
0.735,0.759493670886076,0.8888888888888888,0.8191126279863481,0.7667236467236467,0.5357759341607793,120,27,38,15,LR
0.78,0.8164556962025317,0.8958333333333334,0.8543046357615894,0.783234126984127,0.4825053177420623,129,27,29,15,LR
0.77,0.8113207547169812,0.8896551724137931,0.8486842105263158,0.7858307210031349,0.474098718417252,129,25,30,16,LR
0.735,0.7777777777777778,0.8623188405797102,0.8178694158075601,0.7923094904160823,0.49859450581103315,119,28,34,19,LR
0.755,0.779874213836478,0.8985507246376812,0.835016835016835,0.7745441795231417,0.5106777174691262,124,27,35,14,LR
0.735,0.754601226993865,0.9044117647058824,0.822742474916388,0.7837775735294118,0.5175392147056581,123,24,40,13,LR
0.78,0.8223684210526315,0.8802816901408451,0.8503401360544217,0.8161728994657601,0.46038939721430544,125,31,27,17,LR
0.775,0.8,0.9166666666666666,0.8543689320388349,0.8040674603174602,0.46407059446732857,132,23,33,12,LR
0.76,0.7865853658536586,0.9084507042253521,0.8431372549019608,0.8172656629431763,0.4571475817198129,129,23,35,13,LR
0.725,0.7515923566878981,0.8805970149253731,0.8109965635738832,0.7775893260967888,0.5257204043645786,118,27,39,16,LR
0.73,0.7672955974842768,0.8776978417266187,0.8187919463087249,0.754570114400283,0.5336502371658516,122,24,37,17,LR
0.69,0.8125,0.7323943661971831,0.7703703703703704,0.70082564351627,1.4800995282731924,104,34,24,38,NB
0.71,0.816793893129771,0.7588652482269503,0.7867647058823529,0.7361461714148335,1.3347274241321714,107,35,24,34,NB
0.705,0.8130081300813008,0.7352941176470589,0.7722007722007722,0.7257582720588235,1.4420004501802288,100,41,23,36,NB
0.69,0.8031496062992126,0.7338129496402878,0.7669172932330827,0.7125840311357471,1.7187763546781303,102,36,25,37,NB
0.7,0.8403361344537815,0.7092198581560284,0.7692307692307693,0.7597066955162879,1.2212293331945805,100,40,19,41,NB
0.705,0.8195488721804511,0.7569444444444444,0.7870036101083032,0.7250744047619049,1.2122133419542065,109,32,24,35,NB
0.72,0.7883211678832117,0.8,0.7941176470588235,0.7482051282051283,1.5631041220116406,108,36,29,27,NB
0.765,0.9047619047619048,0.7651006711409396,0.8290909090909091,0.8490590867219372,0.7467785821468828,114,39,12,35,NB
0.72,0.824,0.7518248175182481,0.7862595419847328,0.7824122349669795,1.1216196465241652,103,41,22,34,NB
0.76,0.8814814814814815,0.7880794701986755,0.8321678321678322,0.7972699013380187,1.0251973343177405,119,33,16,32,NB
0.72,0.8306451612903226,0.7463768115942029,0.7862595419847328,0.7844787283777466,1.1232438289649322,103,41,21,35,NB
0.665,0.8108108108108109,0.6617647058823529,0.728744939271255,0.7028952205882353,1.4692638002505738,90,43,21,46,NB
0.71,0.8103448275862069,0.7230769230769231,0.7642276422764228,0.7648351648351649,1.0893360466094497,94,48,22,36,NB
0.685,0.8015267175572519,0.7394366197183099,0.7692307692307693,0.7160029140359399,1.7200157008461292,105,32,26,37,NB
0.705,0.8114754098360656,0.7333333333333333,0.7704280155642024,0.7426780626780626,1.2584612820704604,99,42,23,36,NB
0.72,0.8515625,0.7465753424657534,0.7956204379562044,0.7399797057331304,1.2038527465734845,109,35,19,37,NB
0.73,0.8333333333333334,0.7608695652173914,0.7954545454545454,0.7863487611033193,1.2417671755681459,105,41,21,33,NB
0.71,0.8373983739837398,0.7304964539007093,0.7803030303030303,0.7470849861762231,1.4145098413639488,103,39,20,38,NB
0.715,0.8189655172413793,0.7251908396946565,0.7692307692307693,0.7686691005642217,1.2630461518004612,95,48,21,36,NB
0.715,0.8515625,0.7414965986394558,0.7927272727272727,0.7602361699396739,1.3714150985461822,109,34,19,38,NB
0.71,0.7716535433070866,0.7716535433070866,0.7716535433070866,0.7008952648042283,1.5675532116999622,98,44,29,29,NB
0.71,0.8333333333333334,0.7534246575342466,0.7913669064748201,0.7295788939624557,1.2356394578366943,110,32,22,36,NB
0.77,0.9230769230769231,0.7448275862068966,0.8244274809160306,0.8194357366771161,1.1971694584660784,108,46,9,37,NB
0.705,0.8067226890756303,0.7272727272727273,0.7649402390438247,0.7635918003565062,1.258770030982793,96,45,23,36,NB
0.7,0.8305084745762712,0.7101449275362319,0.765625,0.7241701729780271,1.4617240622513892,98,42,20,40,NB
0.725,0.8102189781021898,0.7928571428571428,0.8014440433212996,0.7645238095238096,1.1854232496289088,111,34,26,29,NB
0.675,0.8360655737704918,0.6938775510204082,0.758364312267658,0.7543319214478243,1.093874435491981,102,33,20,45,NB
0.66,0.796875,0.7083333333333334,0.75,0.7073412698412698,1.354251947811139,102,30,26,42,NB
0.785,0.8492063492063492,0.816793893129771,0.8326848249027238,0.8481026662241399,0.7473506036132883,107,50,19,24,NB
0.765,0.864406779661017,0.7669172932330827,0.8127490039840638,0.7814498933901919,1.3419873321594264,102,51,16,31,NB
0.695,0.8640776699029126,0.6544117647058824,0.7447698744769874,0.7517233455882353,1.457313850711866,89,50,14,47,NB
0.765,0.860655737704918,0.7777777777777778,0.8171206225680934,0.7731623931623931,1.4595123891185187,105,48,17,30,NB
0.75,0.8181818181818182,0.8059701492537313,0.8120300751879699,0.7921754862053368,1.117017143971717,108,42,24,26,NB
0.75,0.8319327731092437,0.7674418604651163,0.7983870967741935,0.7944098700731521,1.1152892007992172,99,51,20,30,NB
0.745,0.8188976377952756,0.7878787878787878,0.803088803088803,0.7914438502673797,1.2015921947621917,104,45,23,28,NB
0.7,0.8161764705882353,0.7602739726027398,0.7872340425531915,0.7480974124809742,1.1130933239787917,111,29,25,35,NB
0.72,0.848,0.7412587412587412,0.7910447761194029,0.7889829468776837,0.9925128511153829,106,38,19,37,NB
